,Shape,Orientation,Window to Wall Ratio,Height,Surface Area,Material,thickness,set point,Heating System,Cooling System,AC Type,Heater type,PVs,Ceiling fans,Others
1852,U-Shape,South,0.59,15,295.24,Steel,0.39,22,0,1,VRF,Heat Pump,0,1,"TV, Fridge"
1853,Rectangular,East,0.43,10,232.58,Wood,0.32,19,1,1,Package AC,Heat Pump,1,2,"TV, Fridge"
1854,U-Shape,South,0.48,15,190.96,Concrete,0.29,20,0,1,Split AC,Heat Pump,1,2,"Microwave, Washer"
1855,Rectangular,East,0.39,10,50.71,Wood,0.36,20,1,0,Package AC,Gas Heating,0,1,"Microwave, Washer"
1856,Rectangular,North,0.46,10,66.99,Wood,0.21,22,1,1,Split AC,Gas Heating,0,1,"Microwave, Washer"
1857,Rectangular,East,0.43,15,222.81,Steel,0.35,22,1,1,Package AC,Gas Heating,1,2,"TV, Fridge"
1858,Rectangular,South,0.46,10,348.6,Concrete,0.4,19,1,1,Package AC,Heat Pump,1,0,"Microwave, Washer"
1859,U-Shape,South,0.34,15,263.86,Concrete,0.36,21,0,1,Split AC,Gas Heating,1,0,"Microwave, Washer"
1860,Rectangular,West,0.4,18,198.08,Steel,0.36,22,0,0,VRF,Heat Pump,0,2,"Oven, Dishwasher"
1861,L-Shape,South,0.44,15,72.29,Steel,0.31,21,1,1,VRF,Heat Pump,0,0,"Oven, Dishwasher"
1862,Rectangular,South,0.45,12,260.6,Steel,0.2,19,1,0,Split AC,Gas Heating,0,1,"Microwave, Washer"
1863,Rectangular,South,0.36,10,145.8,Wood,0.24,20,1,0,Package AC,Gas Heating,1,1,"TV, Fridge"
1864,Rectangular,East,0.45,18,50.71,Concrete,0.34,22,1,1,Package AC,Gas Heating,1,0,"TV, Fridge"
1865,L-Shape,South,0.52,15,50.71,Steel,0.21,21,1,1,Package AC,Heat Pump,0,1,"Oven, Dishwasher"
1866,U-Shape,North,0.45,15,95.05,Steel,0.22,22,1,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
1867,L-Shape,South,0.34,15,67.05,Steel,0.22,20,0,1,Split AC,Gas Heating,1,1,"Oven, Dishwasher"
1868,L-Shape,East,0.54,15,215.12,Steel,0.31,20,0,1,VRF,Heat Pump,0,1,"TV, Fridge"
1869,Rectangular,South,0.51,12,191.75,Wood,0.21,20,1,0,Package AC,Gas Heating,1,2,"Oven, Dishwasher"
1870,U-Shape,North,0.36,18,206.86,Steel,0.33,22,0,1,Package AC,Gas Heating,1,2,"Oven, Dishwasher"
1871,L-Shape,East,0.45,12,50.71,Wood,0.24,22,1,0,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
1872,U-Shape,North,0.38,15,171.51,Steel,0.23,21,0,1,VRF,Gas Heating,1,1,"Microwave, Washer"
1873,Rectangular,East,0.54,15,97.01,Wood,0.37,21,1,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
1874,L-Shape,North,0.49,18,82.17,Wood,0.21,22,0,0,VRF,Heat Pump,1,1,"Microwave, Washer"
1875,Rectangular,South,0.56,18,254.02,Concrete,0.39,21,0,1,Package AC,Heat Pump,0,2,"Microwave, Washer"
1876,L-Shape,East,0.51,10,88.27,Steel,0.4,22,1,1,Package AC,Gas Heating,1,1,"Oven, Dishwasher"
1877,U-Shape,North,0.41,15,254.15,Steel,0.34,21,0,1,VRF,Heat Pump,1,2,"Oven, Dishwasher"
1878,L-Shape,South,0.53,15,138.11,Wood,0.25,22,1,1,Split AC,Heat Pump,0,0,"TV, Fridge"
1879,U-Shape,West,0.52,12,101.13,Wood,0.22,22,1,0,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
1880,Rectangular,West,0.56,12,220.2,Concrete,0.37,22,1,1,VRF,Gas Heating,0,1,"Microwave, Washer"
1881,L-Shape,South,0.57,12,297.15,Steel,0.35,22,1,1,Package AC,Gas Heating,1,2,"Oven, Dishwasher"
1882,U-Shape,North,0.52,15,197.1,Concrete,0.26,21,1,1,VRF,Heat Pump,1,2,"Oven, Dishwasher"
1883,Rectangular,North,0.56,15,320.61,Steel,0.22,20,0,1,Package AC,Gas Heating,1,1,"TV, Fridge"
1884,U-Shape,West,0.33,15,336.89,Steel,0.27,20,1,0,Split AC,Heat Pump,0,2,"TV, Fridge"
1885,U-Shape,South,0.42,15,145.56,Steel,0.23,22,1,0,VRF,Heat Pump,0,1,"Microwave, Washer"
1886,Rectangular,East,0.39,12,190.4,Wood,0.36,22,1,0,Package AC,Gas Heating,0,1,"Microwave, Washer"
1887,Rectangular,East,0.43,18,163.97,Wood,0.21,20,1,0,Package AC,Gas Heating,0,1,"Oven, Dishwasher"
1888,U-Shape,West,0.34,15,50.71,Wood,0.26,19,0,1,VRF,Gas Heating,1,1,"Microwave, Washer"
1889,Rectangular,South,0.33,12,122.61,Steel,0.21,19,0,1,Split AC,Heat Pump,0,2,"TV, Fridge"
1890,L-Shape,South,0.44,10,224.8,Wood,0.4,19,0,1,Split AC,Gas Heating,1,0,"TV, Fridge"
1891,Rectangular,South,0.48,12,176.08,Steel,0.3,22,0,1,Split AC,Gas Heating,0,0,"Oven, Dishwasher"
1892,Rectangular,East,0.5,12,229.58,Concrete,0.22,19,0,0,Split AC,Gas Heating,0,0,"Microwave, Washer"
1893,L-Shape,South,0.3,18,154.1,Wood,0.29,22,1,0,Split AC,Gas Heating,1,1,"Microwave, Washer"
1894,Rectangular,East,0.42,10,281.28,Steel,0.35,21,1,0,Split AC,Gas Heating,1,0,"Microwave, Washer"
1895,U-Shape,East,0.52,15,76.78,Wood,0.31,22,0,1,VRF,Heat Pump,1,1,"Microwave, Washer"
1896,Rectangular,West,0.53,15,274.57,Steel,0.36,19,0,1,Split AC,Heat Pump,1,0,"TV, Fridge"
1897,Rectangular,East,0.45,10,50.71,Concrete,0.25,22,1,1,Package AC,Gas Heating,0,2,"Microwave, Washer"
1898,L-Shape,East,0.32,10,219.04,Wood,0.31,22,1,0,Split AC,Heat Pump,1,0,"Oven, Dishwasher"
1899,Rectangular,South,0.39,15,161.62,Wood,0.37,22,0,1,Package AC,Gas Heating,1,2,"TV, Fridge"
1900,U-Shape,South,0.5,12,269.84,Concrete,0.37,21,0,1,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
1901,Rectangular,East,0.34,10,293.17,Wood,0.25,19,1,1,Package AC,Heat Pump,1,2,"TV, Fridge"
1902,U-Shape,South,0.52,15,239.58,Steel,0.24,19,0,0,VRF,Heat Pump,0,2,"Oven, Dishwasher"
1903,L-Shape,South,0.5,10,107.54,Steel,0.38,20,1,1,Split AC,Gas Heating,1,0,"Oven, Dishwasher"
1904,Rectangular,East,0.44,10,267.76,Steel,0.23,20,0,1,Package AC,Heat Pump,1,0,"Oven, Dishwasher"
1905,Rectangular,South,0.52,15,50.71,Steel,0.35,22,0,1,Split AC,Gas Heating,0,1,"Microwave, Washer"
1906,Rectangular,West,0.45,10,298.82,Concrete,0.34,22,1,1,Package AC,Heat Pump,1,2,"Microwave, Washer"
1907,U-Shape,South,0.46,15,88.45,Concrete,0.38,22,0,1,Package AC,Gas Heating,1,1,"Oven, Dishwasher"
1908,L-Shape,East,0.59,18,140.38,Concrete,0.31,20,0,1,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
1909,Rectangular,West,0.44,10,58.47,Wood,0.26,20,1,1,Package AC,Gas Heating,1,2,"Microwave, Washer"
1910,L-Shape,South,0.39,12,195.94,Wood,0.4,22,1,0,Split AC,Heat Pump,1,1,"Oven, Dishwasher"
1911,Rectangular,East,0.53,10,253.11,Concrete,0.2,22,1,0,VRF,Gas Heating,0,2,"Microwave, Washer"
1912,U-Shape,South,0.48,15,197.8,Concrete,0.38,19,0,1,Package AC,Heat Pump,1,2,"TV, Fridge"
1913,U-Shape,North,0.55,15,232.39,Steel,0.37,19,1,1,VRF,Heat Pump,1,2,"TV, Fridge"
1914,Rectangular,South,0.59,15,143.71,Steel,0.25,21,0,1,Package AC,Heat Pump,1,1,"TV, Fridge"
1915,U-Shape,West,0.37,18,196.14,Wood,0.3,22,0,0,VRF,Gas Heating,1,1,"Microwave, Washer"
1916,Rectangular,East,0.54,10,191.33,Wood,0.24,22,1,1,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
1917,Rectangular,West,0.45,12,289.57,Steel,0.22,22,1,1,Package AC,Heat Pump,1,2,"Microwave, Washer"
1918,Rectangular,East,0.54,12,226.97,Concrete,0.32,21,1,0,Split AC,Heat Pump,1,0,"TV, Fridge"
1919,U-Shape,North,0.32,15,245.85,Concrete,0.37,19,0,1,Split AC,Gas Heating,1,2,"Microwave, Washer"
1920,Rectangular,East,0.51,12,299.04,Steel,0.38,22,1,0,Package AC,Heat Pump,0,0,"Microwave, Washer"
1921,Rectangular,South,0.45,12,246.54,Steel,0.25,19,0,1,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
1922,L-Shape,North,0.53,12,113.76,Wood,0.38,22,1,0,VRF,Heat Pump,0,1,"Microwave, Washer"
1923,L-Shape,East,0.34,10,348.6,Steel,0.31,22,1,0,Split AC,Heat Pump,0,0,"Microwave, Washer"
1924,Rectangular,East,0.47,15,234.82,Steel,0.23,22,1,0,VRF,Gas Heating,0,2,"Oven, Dishwasher"
1925,Rectangular,East,0.49,10,262.76,Steel,0.37,21,0,1,Package AC,Heat Pump,1,1,"Microwave, Washer"
1926,U-Shape,East,0.46,10,203.36,Concrete,0.26,21,0,0,VRF,Gas Heating,0,1,"Oven, Dishwasher"
1927,Rectangular,West,0.38,15,81.97,Wood,0.31,22,1,0,Split AC,Gas Heating,0,2,"Oven, Dishwasher"
1928,Rectangular,West,0.57,15,309.28,Wood,0.4,20,0,0,Package AC,Gas Heating,0,1,"Microwave, Washer"
1929,Rectangular,South,0.56,10,209.73,Concrete,0.34,19,0,1,Split AC,Heat Pump,1,0,"Oven, Dishwasher"
1930,L-Shape,East,0.41,10,84.59,Steel,0.2,19,0,0,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
1931,Rectangular,East,0.43,10,50.71,Steel,0.32,20,1,1,Package AC,Gas Heating,1,2,"TV, Fridge"
1932,Rectangular,East,0.42,10,50.71,Concrete,0.24,22,0,0,Package AC,Gas Heating,0,1,"Oven, Dishwasher"
1933,U-Shape,West,0.38,12,140.2,Concrete,0.32,21,0,1,VRF,Gas Heating,1,1,"TV, Fridge"
1934,Rectangular,South,0.5,10,57.33,Wood,0.31,19,0,1,Package AC,Gas Heating,0,0,"Microwave, Washer"
1935,L-Shape,West,0.31,18,182.09,Concrete,0.35,19,0,0,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
1936,L-Shape,North,0.51,15,66.01,Concrete,0.32,21,0,1,Split AC,Gas Heating,1,1,"Microwave, Washer"
1937,Rectangular,South,0.3,10,247.59,Steel,0.37,20,1,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
1938,Rectangular,East,0.35,10,50.71,Concrete,0.27,22,1,1,Package AC,Heat Pump,0,2,"TV, Fridge"
1939,Rectangular,North,0.36,12,253.16,Concrete,0.3,21,1,1,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
1940,L-Shape,South,0.42,12,190.1,Wood,0.3,21,1,0,VRF,Heat Pump,0,1,"TV, Fridge"
1941,U-Shape,North,0.38,12,211.95,Steel,0.21,19,0,0,Package AC,Gas Heating,1,2,"Microwave, Washer"
1942,U-Shape,East,0.49,12,233.75,Concrete,0.4,19,0,0,Package AC,Gas Heating,1,1,"Microwave, Washer"
1943,L-Shape,South,0.46,15,121.58,Steel,0.26,19,0,1,Package AC,Heat Pump,0,2,"Microwave, Washer"
1944,L-Shape,East,0.53,15,348.6,Concrete,0.38,19,0,1,Package AC,Heat Pump,1,2,"Microwave, Washer"
1945,Rectangular,South,0.31,12,50.71,Concrete,0.2,19,1,1,Package AC,Gas Heating,1,1,"Microwave, Washer"
1946,Rectangular,East,0.39,18,285.11,Steel,0.39,21,1,1,Split AC,Gas Heating,1,2,"Oven, Dishwasher"
1947,L-Shape,South,0.45,15,163.26,Steel,0.22,19,1,1,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
1948,U-Shape,South,0.31,12,331.44,Steel,0.23,22,1,1,Package AC,Heat Pump,1,2,"Microwave, Washer"
1949,U-Shape,North,0.48,18,50.71,Concrete,0.35,19,0,0,Package AC,Gas Heating,0,2,"TV, Fridge"
1950,Rectangular,South,0.39,12,219.27,Steel,0.27,20,1,0,Split AC,Gas Heating,0,1,"Microwave, Washer"
1951,L-Shape,South,0.3,15,50.71,Wood,0.21,22,0,1,VRF,Heat Pump,1,1,"Microwave, Washer"
1952,Rectangular,South,0.43,15,253.74,Concrete,0.4,21,0,1,Package AC,Gas Heating,1,1,"TV, Fridge"
1953,Rectangular,East,0.59,10,348.6,Steel,0.39,22,1,1,Split AC,Heat Pump,0,0,"Oven, Dishwasher"
1954,Rectangular,East,0.44,10,124.47,Steel,0.22,22,0,0,Split AC,Gas Heating,1,2,"TV, Fridge"
1955,Rectangular,East,0.5,18,117.21,Steel,0.35,22,1,0,Split AC,Gas Heating,0,2,"TV, Fridge"
1956,U-Shape,West,0.51,15,348.6,Concrete,0.34,19,0,1,Package AC,Heat Pump,1,2,"TV, Fridge"
1957,L-Shape,East,0.41,15,316.82,Steel,0.28,22,1,0,Package AC,Gas Heating,0,2,"Oven, Dishwasher"
1958,L-Shape,South,0.42,10,87.93,Wood,0.36,22,0,1,Package AC,Gas Heating,1,2,"Oven, Dishwasher"
1959,U-Shape,West,0.32,18,168.7,Concrete,0.38,20,0,0,Package AC,Heat Pump,1,2,"Microwave, Washer"
1960,L-Shape,East,0.33,12,50.71,Wood,0.23,22,1,1,VRF,Heat Pump,1,0,"Microwave, Washer"
1961,L-Shape,East,0.53,12,119.23,Steel,0.26,20,1,0,Package AC,Gas Heating,0,2,"Microwave, Washer"
1962,U-Shape,West,0.38,12,101.98,Steel,0.22,19,0,0,VRF,Heat Pump,0,1,"Oven, Dishwasher"
1963,Rectangular,West,0.52,10,212.43,Concrete,0.29,19,0,1,Package AC,Heat Pump,1,0,"Microwave, Washer"
1964,U-Shape,South,0.43,18,200.99,Concrete,0.39,19,1,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
1965,L-Shape,East,0.57,12,50.71,Steel,0.32,20,0,0,Split AC,Heat Pump,0,0,"Oven, Dishwasher"
1966,Rectangular,South,0.55,18,256.0,Steel,0.3,21,1,1,VRF,Gas Heating,0,1,"Oven, Dishwasher"
1967,U-Shape,West,0.41,12,84.58,Steel,0.23,21,1,1,VRF,Heat Pump,1,2,"TV, Fridge"
1968,U-Shape,North,0.33,15,199.38,Concrete,0.33,19,0,0,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
1969,Rectangular,South,0.34,15,121.61,Wood,0.28,19,0,1,Package AC,Heat Pump,0,1,"Microwave, Washer"
1970,Rectangular,South,0.53,18,220.74,Steel,0.37,22,1,0,VRF,Gas Heating,0,2,"Oven, Dishwasher"
1971,Rectangular,East,0.35,15,300.94,Wood,0.27,19,1,1,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
1972,Rectangular,South,0.51,15,270.95,Steel,0.24,20,1,0,Split AC,Gas Heating,1,1,"TV, Fridge"
1973,L-Shape,East,0.44,10,214.02,Steel,0.35,19,1,1,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
1974,U-Shape,South,0.31,18,176.37,Steel,0.25,20,1,0,Split AC,Gas Heating,1,1,"Microwave, Washer"
1975,Rectangular,East,0.48,10,233.59,Wood,0.4,22,1,1,Split AC,Gas Heating,0,0,"Microwave, Washer"
1976,U-Shape,West,0.39,10,253.1,Steel,0.28,19,1,1,Package AC,Gas Heating,1,2,"Microwave, Washer"
1977,L-Shape,East,0.44,15,85.22,Concrete,0.22,19,0,1,VRF,Heat Pump,1,1,"Microwave, Washer"
1978,L-Shape,North,0.51,18,57.79,Concrete,0.23,21,0,0,Package AC,Gas Heating,1,1,"TV, Fridge"
1979,L-Shape,North,0.6,12,273.55,Steel,0.4,22,0,1,Split AC,Heat Pump,1,1,"Oven, Dishwasher"
1980,U-Shape,South,0.52,15,75.02,Steel,0.25,19,0,0,VRF,Gas Heating,0,2,"TV, Fridge"
1981,Rectangular,East,0.52,10,85.92,Wood,0.27,22,1,0,Split AC,Gas Heating,1,1,"Oven, Dishwasher"
1982,Rectangular,North,0.37,10,50.71,Wood,0.25,22,1,0,Split AC,Gas Heating,0,0,"Microwave, Washer"
1983,Rectangular,East,0.58,12,248.62,Wood,0.3,20,1,0,Package AC,Heat Pump,0,1,"Oven, Dishwasher"
1984,L-Shape,East,0.35,12,152.97,Steel,0.36,20,1,0,Package AC,Gas Heating,0,1,"TV, Fridge"
1985,Rectangular,West,0.46,18,105.38,Concrete,0.22,19,1,0,Split AC,Gas Heating,0,1,"Oven, Dishwasher"
1986,Rectangular,East,0.56,10,179.2,Steel,0.29,22,0,0,Split AC,Gas Heating,1,1,"Oven, Dishwasher"
1987,Rectangular,East,0.47,18,183.78,Steel,0.36,22,1,1,Package AC,Gas Heating,1,1,"Microwave, Washer"
1988,U-Shape,East,0.41,15,241.65,Concrete,0.4,19,0,1,Split AC,Heat Pump,1,2,"TV, Fridge"
1989,L-Shape,North,0.57,12,107.1,Steel,0.33,20,1,1,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
1990,U-Shape,South,0.59,18,203.5,Wood,0.2,22,0,0,Split AC,Heat Pump,1,2,"Microwave, Washer"
1991,Rectangular,South,0.58,15,307.43,Wood,0.23,19,0,1,Split AC,Heat Pump,0,0,"Microwave, Washer"
1992,L-Shape,East,0.6,10,147.78,Concrete,0.26,19,0,1,Package AC,Heat Pump,1,1,"TV, Fridge"
1993,U-Shape,North,0.5,10,291.86,Steel,0.31,19,0,1,Split AC,Gas Heating,1,0,"Microwave, Washer"
1994,U-Shape,North,0.54,10,121.62,Steel,0.33,21,1,1,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
1995,L-Shape,East,0.52,15,161.95,Steel,0.29,19,1,1,VRF,Heat Pump,0,1,"Oven, Dishwasher"
1996,Rectangular,East,0.47,10,190.3,Wood,0.36,20,0,0,Split AC,Heat Pump,0,0,"Microwave, Washer"
1997,L-Shape,North,0.57,12,75.33,Steel,0.24,19,0,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
1998,L-Shape,East,0.38,12,121.71,Wood,0.31,19,1,0,Split AC,Gas Heating,0,0,"Oven, Dishwasher"
1999,Rectangular,West,0.58,15,170.8,Steel,0.34,21,0,1,Package AC,Gas Heating,0,2,"Microwave, Washer"
2000,L-Shape,East,0.52,10,236.21,Steel,0.25,19,0,1,Package AC,Heat Pump,0,0,"Oven, Dishwasher"
2001,L-Shape,North,0.58,15,113.08,Steel,0.34,21,0,1,Split AC,Heat Pump,1,0,"TV, Fridge"
2002,Rectangular,East,0.6,12,74.24,Wood,0.31,22,1,1,Split AC,Heat Pump,1,2,"TV, Fridge"
2003,L-Shape,West,0.5,15,257.85,Steel,0.25,22,0,1,Package AC,Heat Pump,1,0,"Oven, Dishwasher"
2004,Rectangular,East,0.48,12,174.89,Wood,0.37,22,0,0,VRF,Heat Pump,0,0,"Microwave, Washer"
2005,L-Shape,East,0.45,18,199.77,Concrete,0.36,22,1,0,Split AC,Gas Heating,1,1,"Microwave, Washer"
2006,L-Shape,South,0.33,15,237.86,Concrete,0.21,22,0,1,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
2007,U-Shape,South,0.56,15,212.31,Steel,0.21,20,1,0,VRF,Gas Heating,1,2,"Oven, Dishwasher"
2008,U-Shape,East,0.47,10,257.05,Concrete,0.22,19,1,0,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
2009,Rectangular,East,0.41,10,50.71,Concrete,0.38,21,1,1,Package AC,Gas Heating,1,2,"TV, Fridge"
2010,U-Shape,South,0.37,12,334.25,Concrete,0.4,21,0,1,Package AC,Gas Heating,1,1,"Microwave, Washer"
2011,U-Shape,East,0.54,12,220.78,Wood,0.28,19,0,1,Package AC,Gas Heating,1,2,"Oven, Dishwasher"
2012,L-Shape,North,0.59,15,189.96,Wood,0.21,22,1,0,Package AC,Gas Heating,0,2,"Microwave, Washer"
2013,Rectangular,East,0.47,10,117.12,Steel,0.21,21,1,0,Package AC,Gas Heating,1,1,"Oven, Dishwasher"
2014,Rectangular,West,0.4,10,117.19,Wood,0.32,20,1,0,Package AC,Heat Pump,0,1,"TV, Fridge"
2015,Rectangular,South,0.55,18,277.06,Wood,0.28,22,1,0,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
2016,Rectangular,North,0.42,12,50.71,Wood,0.27,22,0,0,Package AC,Gas Heating,0,1,"Oven, Dishwasher"
2017,Rectangular,East,0.41,15,50.71,Concrete,0.27,22,1,1,Package AC,Gas Heating,1,0,"TV, Fridge"
2018,Rectangular,North,0.34,10,163.63,Wood,0.25,22,0,1,Package AC,Gas Heating,0,2,"TV, Fridge"
2019,Rectangular,East,0.6,10,229.96,Concrete,0.31,20,1,1,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
2020,Rectangular,East,0.53,12,279.44,Wood,0.33,22,1,0,Split AC,Gas Heating,0,0,"Microwave, Washer"
2021,Rectangular,East,0.43,12,116.19,Concrete,0.29,19,1,1,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
2022,U-Shape,South,0.58,15,271.05,Concrete,0.27,19,0,1,VRF,Heat Pump,1,2,"Oven, Dishwasher"
2023,U-Shape,South,0.48,15,50.71,Concrete,0.29,19,0,0,Package AC,Heat Pump,1,0,"Microwave, Washer"
2024,L-Shape,East,0.48,12,255.55,Steel,0.29,19,1,1,Package AC,Heat Pump,0,2,"TV, Fridge"
2025,Rectangular,East,0.43,12,288.54,Concrete,0.25,22,0,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
2026,Rectangular,East,0.52,10,265.69,Concrete,0.33,22,0,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
2027,L-Shape,East,0.35,18,50.71,Steel,0.35,19,0,0,Package AC,Heat Pump,0,0,"Microwave, Washer"
2028,Rectangular,South,0.53,15,198.79,Steel,0.37,19,0,0,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
2029,Rectangular,South,0.51,10,331.04,Concrete,0.31,21,1,1,Split AC,Heat Pump,1,0,"Oven, Dishwasher"
2030,U-Shape,North,0.54,15,348.6,Steel,0.39,21,0,0,Package AC,Heat Pump,0,2,"Microwave, Washer"
2031,Rectangular,South,0.49,15,216.77,Concrete,0.29,19,0,1,Split AC,Heat Pump,1,0,"Microwave, Washer"
2032,Rectangular,West,0.55,15,96.83,Wood,0.4,22,1,1,Split AC,Heat Pump,0,0,"Microwave, Washer"
2033,U-Shape,South,0.36,18,240.74,Steel,0.37,20,0,1,Package AC,Gas Heating,1,0,"Oven, Dishwasher"
2034,U-Shape,South,0.38,18,316.92,Steel,0.26,19,0,0,Package AC,Gas Heating,0,2,"Oven, Dishwasher"
2035,L-Shape,North,0.45,18,129.32,Steel,0.29,22,0,0,Split AC,Gas Heating,1,1,"TV, Fridge"
2036,Rectangular,East,0.31,12,160.07,Wood,0.26,22,1,0,Package AC,Gas Heating,1,1,"Microwave, Washer"
2037,Rectangular,East,0.36,12,84.24,Wood,0.2,22,1,0,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
2038,L-Shape,South,0.4,10,156.62,Concrete,0.32,21,0,0,VRF,Heat Pump,1,0,"Microwave, Washer"
2039,U-Shape,South,0.52,15,131.79,Steel,0.22,22,1,0,VRF,Heat Pump,0,2,"Oven, Dishwasher"
2040,L-Shape,South,0.58,12,166.07,Steel,0.21,22,1,1,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
2041,L-Shape,East,0.45,15,50.71,Steel,0.32,22,1,0,VRF,Heat Pump,0,2,"Oven, Dishwasher"
2042,L-Shape,South,0.53,12,119.79,Steel,0.25,19,1,1,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
2043,L-Shape,South,0.52,12,134.76,Steel,0.25,22,0,0,Package AC,Gas Heating,1,0,"Oven, Dishwasher"
2044,Rectangular,North,0.34,10,230.93,Steel,0.21,22,0,1,Split AC,Heat Pump,0,0,"Oven, Dishwasher"
2045,Rectangular,East,0.38,12,199.32,Wood,0.23,22,1,1,Package AC,Gas Heating,0,0,"Microwave, Washer"
2046,Rectangular,East,0.49,18,70.48,Concrete,0.33,20,0,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
2047,L-Shape,South,0.53,15,80.88,Steel,0.25,20,0,1,Split AC,Heat Pump,1,2,"TV, Fridge"
2048,L-Shape,East,0.51,15,201.7,Steel,0.27,22,0,1,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
2049,L-Shape,North,0.37,12,50.71,Wood,0.24,20,1,0,VRF,Gas Heating,0,2,"Oven, Dishwasher"
2050,L-Shape,East,0.55,15,50.71,Steel,0.29,22,1,0,Split AC,Gas Heating,1,1,"Microwave, Washer"
2051,Rectangular,North,0.59,18,105.77,Steel,0.31,19,1,1,Package AC,Gas Heating,1,2,"TV, Fridge"
2052,L-Shape,South,0.57,18,269.08,Steel,0.24,20,0,1,Split AC,Gas Heating,1,1,"TV, Fridge"
2053,Rectangular,East,0.4,15,308.35,Steel,0.3,22,1,1,Package AC,Gas Heating,1,1,"Microwave, Washer"
2054,U-Shape,South,0.3,18,134.18,Steel,0.27,22,1,0,VRF,Gas Heating,0,1,"Microwave, Washer"
2055,U-Shape,East,0.48,12,243.78,Steel,0.35,22,0,1,Split AC,Gas Heating,0,0,"Microwave, Washer"
2056,Rectangular,South,0.54,10,83.46,Concrete,0.25,21,0,1,Split AC,Gas Heating,0,2,"Microwave, Washer"
2057,Rectangular,South,0.49,15,292.32,Concrete,0.31,19,1,0,Split AC,Gas Heating,1,0,"Microwave, Washer"
2058,Rectangular,West,0.41,18,290.13,Steel,0.23,21,0,0,VRF,Heat Pump,0,1,"Oven, Dishwasher"
2059,Rectangular,North,0.54,15,80.88,Wood,0.24,22,0,1,Split AC,Heat Pump,1,2,"Microwave, Washer"
2060,L-Shape,West,0.38,15,201.19,Wood,0.4,22,0,0,Package AC,Gas Heating,0,0,"Microwave, Washer"
2061,U-Shape,North,0.45,10,237.5,Steel,0.32,19,0,1,Split AC,Gas Heating,1,2,"Microwave, Washer"
2062,L-Shape,South,0.36,10,64.94,Wood,0.25,19,1,0,VRF,Heat Pump,1,1,"Oven, Dishwasher"
2063,Rectangular,East,0.31,12,123.4,Wood,0.23,22,0,0,Package AC,Heat Pump,0,1,"TV, Fridge"
2064,Rectangular,East,0.41,10,298.65,Steel,0.38,22,0,0,Split AC,Heat Pump,1,2,"Microwave, Washer"
2065,Rectangular,East,0.32,12,50.71,Concrete,0.26,20,1,0,Split AC,Gas Heating,1,2,"TV, Fridge"
2066,L-Shape,East,0.3,10,50.71,Concrete,0.27,20,1,0,Package AC,Gas Heating,0,0,"Oven, Dishwasher"
2067,Rectangular,South,0.3,15,81.65,Steel,0.31,22,0,1,Split AC,Heat Pump,1,0,"TV, Fridge"
2068,U-Shape,North,0.43,18,270.46,Wood,0.37,22,0,0,VRF,Heat Pump,0,2,"Oven, Dishwasher"
2069,Rectangular,North,0.43,18,201.26,Steel,0.33,19,0,0,Split AC,Heat Pump,0,0,"Oven, Dishwasher"
2070,L-Shape,West,0.3,12,68.59,Concrete,0.31,19,1,0,Package AC,Heat Pump,0,1,"Microwave, Washer"
2071,L-Shape,East,0.6,15,196.4,Steel,0.3,20,1,0,Split AC,Gas Heating,0,2,"Oven, Dishwasher"
2072,L-Shape,South,0.56,12,50.71,Steel,0.29,22,0,1,Split AC,Heat Pump,0,2,"TV, Fridge"
2073,Rectangular,West,0.56,10,348.6,Wood,0.21,22,1,0,Package AC,Heat Pump,0,1,"Oven, Dishwasher"
