,building_type,sqft,yearbuilt,numberoffloors,airTemperature,humidity,power_consumption
1926,Parking: Open Air Ramp,38852.0,1942.0,11.0,10.32803911643194,75.42866843045977,128.13495562480048
1927,Education,36859.0,1927.0,10.0,15.132818712713167,72.03059119597165,26.387077475367683
1928,Education,59328.0,1979.0,6.0,15.207392755311538,70.63708764447975,50.81028339384293
1929,Market,102287.0,1910.0,7.0,10.28505138703574,62.91154191204716,62.89062794212807
1930,Park,2649.0,1901.0,2.0,10.436695077045583,70.46542722757589,0.0197319881440948
1931,Other - Public Services,206065.0,1932.0,22.0,15.577940799188474,61.94385616531609,36.84346473179919
1932,Lodging/residential,58586.0,2017.0,4.0,9.167544438799426,62.76635990405797,45.54778131520422
1933,Retail,24216.0,1941.0,2.0,9.954350160509836,82.43503064725809,7.692245664393205
1934,Parking,46950.0,1905.0,6.0,15.578600882311205,70.80461154658677,118.4303769856709
1935,Athletic,83562.0,1957.0,6.0,12.40568797231673,63.22831900297992,12.858252162394663
1936,Primary/Secondary Classroom,21479.0,1960.0,2.0,11.374289130115532,83.49629332529209,0.0197319881440948
1937,Other,283.0,1910.0,2.0,22.129802044675404,71.67823578023943,0.0197319881440948
1938,Museum,157788.0,1922.0,5.0,9.753686396362003,62.79511052533455,43.49509198856222
1939,Parking: Open Air Ramp,139181.0,1908.0,2.0,9.841767625808135,84.17497873648375,33.462062615438086
1940,Support,184861.0,1968.0,20.0,11.895547557722997,63.58832695562146,158.76088753853207
1941,College Laboratory,136576.0,1918.0,14.0,9.867789066335622,61.75732968472443,301.5012284037997
1942,Lab Building,95593.0,1979.0,6.0,10.364743367603825,63.21661430763004,676.6596271379918
1943,Swimming Pool,18665.0,1983.0,4.0,15.588994321380664,62.11785846327064,89.13414737519767
1944,Police Station,22539.0,1912.0,7.0,16.15010748455701,61.71963021106002,37.87027589269839
1945,K-12 School,74457.0,1913.0,9.0,15.657215808324857,62.96265735601585,163.13077107068855
1946,Residence Hall,97889.0,1990.0,12.0,22.33657927989208,70.83320703385992,118.80631971593374
1947,Animal Kennels,2678.0,1993.0,1.0,12.412780429540316,84.17497873648375,70.59493758560266
1948,Dormitory,11928.0,1923.0,3.0,23.233280415754347,26.71672976023582,17.67374420528359
1949,Museum,73642.0,1928.0,7.0,21.805375096254117,27.48943880099208,94.95819347491485
1950,College Classroom,27804.0,1982.0,5.0,9.460484603590825,26.72041308502359,135.86674218729615
1951,Hospital,152129.0,1916.0,10.0,13.195886782865593,26.18397348054379,11.810764920764598
1952,College Classroom,61288.0,1913.0,23.0,25.075584311937067,25.5083874959562,121.85596501196136
1953,College Classroom,352683.0,1912.0,10.0,9.722037016462846,63.17230388353394,96.0835106320682
1954,Residence Hall,222757.0,2011.0,6.0,22.1852641518414,70.68222533277357,501.9555654725529
1955,Classroom,140618.0,2010.0,10.0,22.38382417681603,70.92403845317115,71.91597137504985
1956,College Classroom,144908.0,1961.0,8.0,9.565063068473922,71.40226539186271,81.47802390450195
1957,Science Facility,15424.0,1919.0,6.0,25.075584311937067,71.15706968600831,0.0197319881440948
1958,Social/Meeting Hall,20721.0,1908.0,14.0,15.478805351249578,62.91168565928558,1.7573001805991986
1959,Dormitory,44594.0,1920.0,5.0,9.862685884468997,75.74024331178595,3.917551921098031
1960,Housing,27825.0,1975.0,5.0,14.165656964804578,62.92414924189937,40.044184292554576
1961,Services Plant,47010.0,1988.0,6.0,9.525489902476219,63.2015511476073,136.34426941173746
1962,Hospital (General Medical & Surgical),228610.0,2011.0,27.0,15.791920063113828,61.1050872949621,37.392976202466514
1963,Parking,283.0,1976.0,6.0,15.39249647309547,61.79406069604427,61.209060405071526
1964,Fitness Center,6869.0,2001.0,3.0,25.075584311937067,26.29516886926047,120.15515681890635
1965,Office,159887.0,1915.0,5.0,13.244940747060419,62.72591301595588,105.62963426697496
1966,Housing,2386.0,1980.0,1.0,13.835314561312895,62.35693945167711,0.7820238308345182
1967,Primary/Secondary Classroom,11381.0,1964.0,2.0,10.714427589155248,83.88083725108042,11.095566354339319
1968,Other - Recreation,9412.0,1954.0,6.0,15.552943335451129,61.30090737948273,30.197573509957266
1969,K-12 School,66663.0,1980.0,15.0,15.552087831992768,61.77086233852432,606.99444237965
1970,College Classroom,159099.0,1910.0,23.0,24.729076974484258,25.5083874959562,60.753984339829174
1971,K-12 School,71187.0,1995.0,10.0,15.631922056421667,62.23248440316162,102.06743725929223
1972,Other - Lodging/Residential,11475.0,1959.0,6.0,22.858304324301695,61.86063209772208,0.0197319881440948
1973,Ice Arena,72223.0,1967.0,2.0,11.516861709831229,83.6783099886056,10.58900468310647
1974,Student Center,133882.0,1951.0,7.0,15.147940276904642,70.68522673757975,459.6916884186796
1975,Senior Care Community,59321.0,1981.0,4.0,15.361464471961844,62.15409382756874,34.51709443132273
1976,Animal Shelter,65802.0,1974.0,1.0,10.256192547816493,84.17497873648375,21.558683253159636
1977,Education,19009.0,1962.0,1.0,15.428403636236668,70.90200928565349,24.19056620134441
1978,Retail,54353.0,1998.0,18.0,23.8544256761371,27.12869470083869,50.40381299256579
1979,College Laboratory,1790.0,1969.0,21.0,23.492642297073516,27.12432532730494,975.4409034248847
1980,Data Center,143422.0,1984.0,6.0,10.137975443277318,50.33798115111332,157.59074503162168
1981,Retail,243233.0,2011.0,7.0,22.636481125456154,70.99756476566117,40.084289423947055
1982,Parking: Open Air Ramp,83238.0,1980.0,8.0,12.470652865654875,62.90587492078159,97.30593320232397
1983,Lodging/residential,15175.0,1986.0,1.0,14.992673152578433,71.8210710867209,43.897001399162164
1984,Other,13384.0,1955.0,4.0,22.51126022699153,71.21719888010193,0.5179319259990649
1985,Parking: Open Air Ramp,336413.0,1907.0,8.0,10.159300804377773,63.67919036031057,98.3549497579576
1986,Parking: Enclosed Garage,43294.0,1909.0,4.0,10.107850848901764,64.34605677330691,12.449015615475798
1987,Research,41274.0,1969.0,6.0,12.454551532411388,63.17133663034477,136.6081672554819
1988,Museum,59543.0,1958.0,9.0,23.192890196982244,25.5083874959562,26.839871065630305
1989,Dining,86036.0,1969.0,9.0,12.537411679645837,71.65680108154152,42.985202391574894
1990,Recreation Center,39670.0,1917.0,5.0,10.310395761118233,83.31812549341011,10.094323637406404
1991,College Classroom,44872.0,2014.0,15.0,24.36728460136341,25.5083874959562,37.68272470816054
1992,Other - Recreation,1932.0,1905.0,10.0,15.802321053699321,62.00503107090286,10.20687456338171
1993,Recreation Center,15842.0,1921.0,4.0,10.844308074745449,63.01805217874422,107.14794898900126
1994,Swimming Pool,283.0,1925.0,9.0,15.246731671323236,62.05954989611099,153.65476929141187
1995,Office,17706.0,1917.0,9.0,10.679037990019754,63.61248829872331,167.08276413747797
1996,Parking,2730.0,1968.0,1.0,15.290679688739782,71.1535445350678,13.24374245903779
1997,Other - Lodging/Residential,16297.0,1908.0,8.0,15.449759124721503,61.89098869074352,45.05232471968246
1998,Classroom,107942.0,1971.0,7.0,23.408997930067954,71.17959656481341,53.963903286736425
1999,Academic,84954.0,1935.0,1.0,11.310631529537988,41.37541967565372,41.76911086252932
2000,Office,131211.0,1923.0,9.0,10.047014037414224,63.63781825495098,37.210979120046765
2001,Academic,123708.0,1938.0,1.0,12.102456129029227,80.16935775875311,46.19193323077009
2002,Research,120649.0,1974.0,11.0,12.68653782127009,63.69547085530887,21.620780953685752
2003,Classroom,42712.0,2008.0,15.0,23.53299499130221,71.05518572355585,340.2114038674283
2004,Central Plant,56647.0,1906.0,12.0,10.325843481545105,63.81338199928113,158.49202618873943
2005,Lab Building,57962.0,1923.0,5.0,13.17497572133016,63.37792765774323,113.2205134844969
2006,Research,134729.0,1996.0,13.0,12.472065863498146,73.29695761102147,316.8817214529213
2007,Education,111081.0,1999.0,13.0,14.984362894609278,71.77119227156571,27.870004741215585
2008,Multifamily Housing,23590.0,1925.0,2.0,22.766328658807105,61.81845135191043,0.0197319881440948
2009,Residence Hall,150680.0,2017.0,10.0,23.10404112239673,70.98210328692589,418.23975436969937
2010,College Classroom,16468.0,1904.0,5.0,21.42829718590513,71.78153016710482,18.43896449528122
2011,Auditorium,867.0,1908.0,10.0,15.689531932667263,62.78262357757093,18.629647035003337
2012,Research,44709.0,1964.0,5.0,12.6418927205552,62.74970640240203,0.0197319881440948
2013,Multifamily Housing,14721.0,1961.0,7.0,15.297957845270219,61.93139891298643,29.530924909907167
2014,Library,15670.0,1900.0,4.0,16.069247764250395,61.69670434026466,0.0197319881440948
2015,garage,35052.0,1918.0,11.0,9.278536004453029,63.7052947450053,331.7737880317491
2016,Theater,310476.0,1926.0,8.0,10.135929567151274,63.14850315324694,90.96352227361675
2017,Residence Hall/Dormitory,22276.0,1931.0,1.0,12.762574078862048,43.34502460128054,31.302740479908195
2018,Data Center,25678.0,1958.0,4.0,9.397608496204512,49.15649154630051,61.283377317968615
2019,Creamatorium,24889.0,1906.0,8.0,22.673896880354295,62.66310797329805,21.205419903313665
2020,Warehouse,283.0,1988.0,9.0,25.075584311937067,25.5083874959562,15.930584925329274
2021,Community Center,12629.0,1978.0,1.0,12.292422164146016,84.01941319124242,36.53471426368633
2022,Education,20307.0,1940.0,2.0,15.089449942261925,70.86776139742744,7.6066166558972945
2023,Education,24904.0,1954.0,2.0,15.14061776798251,71.41107310424887,37.39953154761528
2024,Dormitory,14247.0,1978.0,6.0,9.307574588459634,62.70929986097039,81.88850332616141
2025,Industrial,16242.0,1951.0,1.0,10.836390229544259,83.15489870867498,39.76427855509708
2026,Residence Hall,7138.0,1917.0,5.0,22.760304744637462,70.88937998133026,36.15205236596266
2027,Office,12221.0,1914.0,8.0,9.81338986870567,63.30303982751253,0.0197319881440948
2028,College Classroom,69229.0,1970.0,9.0,9.509523512331976,74.04120670085024,44.2817401562356
2029,Creamatorium,94001.0,1914.0,1.0,10.167813453364872,62.93222842705107,36.388313972116265
2030,Fire Station,3634.0,1967.0,9.0,15.656527507793449,61.42112232011631,22.977270443905947
2031,College Classroom,15577.0,1963.0,8.0,24.121907745106306,25.5083874959562,294.9583254718093
2032,Parking,283.0,1980.0,1.0,15.399564896345648,70.29675981463129,0.0197319881440948
2033,Park,3528.0,1913.0,1.0,23.214408188681457,71.1051087676144,0.0197319881440948
2034,Fire Station,10390.0,1920.0,12.0,15.985228382139343,61.82790993442401,0.3453238379239707
2035,Support,26293.0,1976.0,9.0,13.454014152624708,63.68050321856233,93.42574314411151
2036,Dormitory,12205.0,1975.0,10.0,24.329792419021164,26.5894074576218,6.547070369193861
2037,Services Plant,6901.0,1924.0,1.0,21.754263963504975,71.36376159569218,25.256016423304438
2038,Chapel,283.0,1964.0,7.0,12.570233465082916,71.1064430710199,6.884154617185818
2039,Restaurant,15449.0,2015.0,13.0,24.812880466949803,25.5083874959562,127.95279596547991
2040,Hospital (General Medical & Surgical),368420.0,2003.0,17.0,15.48333429640218,61.73380243693705,494.78037371460164
2041,Office,73949.0,1969.0,3.0,12.587567076547714,82.8141631455556,0.0197319881440948
2042,Parking Garage,18739.0,2010.0,12.0,25.075584311937067,25.5083874959562,0.0197319881440948
2043,Office,113985.0,1911.0,8.0,10.391647472059853,64.22286019772297,43.228984560567554
2044,College Laboratory,378013.0,2001.0,7.0,9.30875734931046,73.29610016398503,167.10175970427318
2045,Gynasium,187179.0,1927.0,5.0,15.345790158295497,61.95842723465648,41.474692645208236
2046,Museum,79701.0,1915.0,5.0,9.492691448572788,64.14246430903434,97.10710769901988
2047,Other - Recreation,16329.0,1986.0,7.0,15.459271057318661,62.20595245756289,23.513187160726034
2048,Classroom,104460.0,1999.0,5.0,22.265520767578835,71.0707718615252,71.38925435569227
2049,Warehouse,12037.0,1983.0,8.0,24.413935921907342,25.5083874959562,0.0197319881440948
2050,Ice Arena,60632.0,1985.0,6.0,10.570036004777334,62.82996194015634,56.424763278160015
2051,Urgent Care Center/Clinic/Other Outpatient Office,14516.0,1931.0,10.0,15.746125261984753,62.10798062390556,3.0098031267605734
2052,Lodging/residential,30547.0,2017.0,2.0,15.004841359158734,70.19907072174753,51.85558574900469
2053,"Fire Station, Fire Stations",5649.0,1905.0,1.0,23.401493962841244,71.03733117023155,26.75944226843333
2054,Conference Center,104769.0,1953.0,23.0,21.942660353736635,62.78344793704313,779.8388151763736
2055,Fitness Center,14658.0,1901.0,19.0,24.534465973482316,62.20449048200022,1227.2290402165356
2056,Other - Recreation,7428.0,1939.0,9.0,22.255836785939323,62.16426744768147,24.476401750420926
2057,garage,92272.0,1919.0,9.0,21.565486056258752,63.70212547758836,72.12239811784178
2058,Library,50003.0,1912.0,7.0,12.20844879736362,63.36756796995326,397.7086009797181
2059,College Laboratory,131222.0,1956.0,6.0,9.052545705235922,48.24542659218075,8.50756079819358
2060,Gymnasium,155095.0,1913.0,7.0,11.54008932911666,62.93824923852325,123.8655039435066
2061,Park,283.0,1907.0,1.0,9.833553486511816,70.97093919920607,7.289438455988666
2062,Police Station,283.0,1971.0,4.0,15.811009500191162,61.07469368044755,102.47154173507978
2063,Support,22860.0,1937.0,5.0,10.988953061245265,62.97000404194197,30.51225745353955
2064,Entertainment/public assembly,283.0,1960.0,2.0,14.960403014550051,70.31436114464933,31.64551490249639
2065,"Park, Community Centers",283.0,1907.0,2.0,22.467954659904677,69.93342306071408,0.0197319881440948
2066,College Classroom,9120.0,1911.0,5.0,23.86208361744572,71.57312855283637,47.55126169614138
2067,Urgent Care Center/Clinic/Other Outpatient Office,22978.0,1968.0,4.0,10.661941719539627,82.08391192148117,70.1341801640179
2068,Conference Center,2798.0,1996.0,15.0,22.138155136922734,64.22921765228244,569.741323792352
2069,Primary/Secondary Classroom,23121.0,1974.0,2.0,11.305861352075548,83.64589103889027,0.0197319881440948
2070,Student Center,54804.0,1954.0,5.0,9.586724200442815,71.56391901549614,56.807183639648215
2071,Office,89425.0,1909.0,25.0,9.469504517894118,64.08278566212203,137.3423526065457
2072,Manufacturing Facility,89964.0,1953.0,1.0,9.448985572405638,71.49224664546524,118.97681943624505
2073,Athletic,196196.0,1918.0,4.0,12.877960529889766,45.32957384105164,17.759779735183464
2074,Animal Shelter,19733.0,1905.0,10.0,21.94403272411232,62.98454324648137,0.0197319881440948
2075,Social/Meeting Hall,17226.0,1909.0,6.0,15.651179948741426,62.11448022535074,0.0197319881440948
2076,Industrial,8230.0,1924.0,1.0,9.878906721288523,84.08352221714553,34.264240094811086
2077,Office,283.0,1914.0,5.0,10.391302965297706,63.58719525729858,45.157126246628096
2078,Sports Arena,95273.0,1969.0,8.0,22.49596263050751,62.76276625866079,253.22550423526488
2079,Student Union,96189.0,1974.0,8.0,23.7575889949792,70.8524942271701,110.01669553634781
2080,Warehouse,17732.0,1982.0,5.0,22.05624487785834,70.21752200073709,58.44032209827474
2081,College Classroom,132845.0,1927.0,9.0,8.848482801173114,70.2977601363703,274.7401422896039
2082,Fitness Center,177374.0,2003.0,9.0,25.075584311937067,25.5083874959562,104.54882228275196
2083,Other - Public Services,283.0,1922.0,7.0,15.693304992563622,63.5471905644371,51.19283503576147
2084,Library,123421.0,1925.0,10.0,15.528493220914111,62.59501290245987,53.06712556906689
2085,"Performing Arts, Community Centers",20189.0,1912.0,7.0,10.438518801965152,62.0862630194203,0.0197319881440948
2086,Ice arena,74927.0,1919.0,6.0,9.520730721416198,71.38603870487253,111.06031622319645
2087,Animal Shelter,70278.0,1977.0,5.0,9.830746200335508,64.0063371679104,47.03857073332878
2088,Senior Care Community,54853.0,1958.0,6.0,15.624574479691143,61.77939790871083,27.317935231105707
2089,Public Service,12794.0,1920.0,1.0,13.728092450141283,70.76044941913622,0.6993874799065232
2090,School,11235.0,1931.0,2.0,10.415572281775697,80.53883503454672,0.0197319881440948
2091,College Laboratory,71683.0,1991.0,5.0,25.03788005403498,25.5083874959562,51.448380990639826
2092,Park,283.0,1936.0,1.0,21.99168237846846,70.96125118696214,126.46445389144297
2093,Animal Shelter,382366.0,1983.0,16.0,25.075584311937067,25.98695156831352,94.75372518894883
2094,Multifamily Housing,6129.0,1989.0,6.0,15.568641746784486,71.30863615604764,0.0197319881440948
2095,Stadium,86926.0,2008.0,6.0,22.568145154289002,71.4478693893893,121.06065015400914
2096,College Laboratory,51927.0,1918.0,6.0,9.622896529126301,71.42269233118648,147.84643635261378
2097,Swimming Pool,28532.0,2017.0,10.0,15.502053985993083,61.71389988138979,82.59950864429976
2098,Classroom,107864.0,2012.0,6.0,22.947581993376975,70.95844057472388,90.45454840557463
2099,Museum,59003.0,1919.0,8.0,21.84950353749304,71.66350704204142,70.71321258774411
2100,Central Plant,13262.0,1914.0,12.0,25.075584311937067,27.02183584353074,48.43365126059142
2101,Hospital (General Medical & Surgical),372025.0,1966.0,13.0,15.49817982983987,62.09802052641022,170.88917924693595
2102,"Performing Arts, Community Centers",3700.0,1955.0,2.0,25.022490991999312,25.5083874959562,17.663407161022683
2103,Community Center,5335.0,1958.0,1.0,12.713438818534566,81.63654045558476,0.0197319881440948
2104,Entertainment/public assembly,283.0,1914.0,1.0,14.950918052420844,71.22196378991654,52.52565821090354
2105,Fire Station,283.0,1973.0,6.0,15.744983773745771,61.47092913787711,2.209291978646256
2106,College Laboratory,283.0,1934.0,7.0,25.075584311937067,25.7791742997213,40.35687500619031
2107,Greenhouse,12842.0,1964.0,4.0,10.753952052851538,74.41867680571768,18.887938884457167
2108,Athletic,509636.0,1951.0,29.0,11.605064346268316,62.68776780849316,398.7396890158873
2109,Multifamily Housing,111515.0,1990.0,4.0,15.46646470674117,61.49736888537698,19.121540601814914
2110,Health Services,105153.0,1969.0,10.0,22.633950159657417,62.7681995273012,105.10971454226362
2111,Industrial,9782.0,1980.0,3.0,10.106712808120092,84.17497873648375,39.16176583189723
