Building Area(m2),Building_height(m),Building Type,Temperature(degree C),Relative Humidity(%),Solar Radiation(W/m2),Energy Consumption(KW/m2/yr)
550.0,9.0,Apartment,27.4,73,12.1,180.0
190.0,12.0,Single house,26.3,75,26.9,90.0
640.0,9.0,Single house,26.4,85,4.6,200.0
350.0,6.0,Single house,27.9,74,20.8,130.0
440.0,9.0,Single house,31.1,65,11.8,150.0
550.0,9.0,Duplex,29.3,67,6.0,180.0
400.0,6.0,Single house,28.3,90,18.6,140.0
460.0,12.0,Single house,29.4,72,17.1,160.0
440.0,6.0,Single house,28.5,62,16.1,150.0
690.0,9.0,Townhouse,25.3,80,23.4,220.0
360.0,12.0,Apartment,29.1,85,3.8,130.0
1000.0,9.0,Duplex,28.1,95,19.9,300.0
500.0,12.0,Single house,25.8,81,21.3,170.0
400.0,9.0,Duplex,26.8,71,11.9,140.0
730.0,9.0,Single house,29.1,85,11.4,230.0
540.0,6.0,Single house,27.9,88,17.1,180.0
510.0,6.0,Single house,27.6,78,13.7,170.0
310.0,9.0,Single house,30.4,78,15.4,120.0
590.0,6.0,Apartment,33.0,82,16.3,190.0
490.0,6.0,Single house,32.9,78,5.6,170.0
630.0,9.0,Single house,33.2,82,12.2,200.0
460.0,9.0,Single house,33.3,66,11.7,160.0
450.0,6.0,Single house,32.3,65,11.6,150.0
300.0,9.0,Single house,34.1,68,4.9,120.0
760.0,9.0,Apartment,35.7,87,22.8,240.0
560.0,9.0,Apartment,30.0,82,6.9,180.0
880.0,9.0,Single house,28.5,92,8.6,270.0
790.0,9.0,Single house,32.4,76,18.5,240.0
660.0,9.0,Townhouse,35.8,65,14.7,210.0
450.0,6.0,Single house,30.0,93,16.3,160.0
630.0,9.0,Single house,28.7,79,17.3,200.0
780.0,9.0,Single house,34.8,95,19.8,240.0
490.0,12.0,Townhouse,32.4,86,10.4,170.0
330.0,9.0,Single house,32.7,100,12.5,130.0
530.0,9.0,Single house,29.2,76,24.0,180.0
580.0,9.0,Single house,31.6,90,3.1,190.0
330.0,9.0,Single house,31.6,90,12.4,130.0
470.0,9.0,Single house,32.2,72,4.4,160.0
640.0,6.0,Duplex,33.9,77,17.6,210.0
630.0,9.0,Single house,33.4,61,6.3,200.0
540.0,9.0,Single house,31.2,60,7.4,180.0
880.0,9.0,Apartment,32.4,80,5.9,270.0
780.0,9.0,Single house,34.0,89,16.3,240.0
830.0,6.0,Single house,37.1,87,13.3,260.0
560.0,12.0,Apartment,33.4,83,23.3,190.0
520.0,15.0,Townhouse,30.2,89,17.1,180.0
400.0,9.0,Single house,30.4,72,8.9,140.0
780.0,9.0,Single house,34.8,75,27.9,240.0
630.0,6.0,Townhouse,33.8,88,15.9,200.0
570.0,9.0,Single house,30.8,84,28.0,190.0
480.0,12.0,Single house,30.7,76,10.8,160.0
680.0,6.0,Single house,31.8,95,27.8,220.0
450.0,9.0,Duplex,29.5,63,16.3,150.0
190.0,9.0,Single house,26.9,72,11.6,90.0
520.0,12.0,Single house,28.8,75,16.4,170.0
610.0,6.0,Duplex,30.9,89,18.9,200.0
350.0,12.0,Duplex,31.7,79,9.7,130.0
290.0,6.0,Single house,32.6,63,8.4,110.0
650.0,9.0,Single house,31.5,85,19.9,210.0
400.0,9.0,Single house,30.4,92,21.1,140.0
520.0,9.0,Single house,30.9,88,9.6,170.0
400.0,6.0,Single house,30.4,86,10.7,140.0
660.0,9.0,Apartment,30.9,56,11.4,210.0
530.0,9.0,Single house,31.6,68,22.2,180.0
260.0,9.0,Apartment,28.2,85,30.2,110.0
430.0,9.0,Single house,27.6,78,18.1,150.0
490.0,6.0,Single house,29.3,85,9.8,170.0
590.0,9.0,Single house,29.3,63,7.9,190.0
700.0,9.0,Duplex,31.2,78,13.5,220.0
450.0,9.0,Single house,32.9,62,13.9,150.0
500.0,9.0,Single house,31.4,55,23.4,170.0
770.0,6.0,Single house,30.5,82,16.3,240.0
610.0,9.0,Single house,30.2,89,9.1,200.0
840.0,9.0,Single house,29.5,82,29.9,260.0
240.0,12.0,Single house,30.3,78,25.8,100.0
670.0,6.0,Single house,29.8,60,17.2,210.0
510.0,9.0,Single house,31.3,91,9.4,170.0
590.0,9.0,Single house,32.1,78,23.0,190.0
850.0,6.0,Duplex,32.2,100,23.9,260.0
600.0,9.0,Single house,32.3,90,17.5,200.0
510.0,9.0,Apartment,34.4,54,11.1,170.0
410.0,9.0,Apartment,30.8,88,6.0,150.0
410.0,6.0,Single house,30.4,62,19.1,140.0
680.0,9.0,Townhouse,30.4,69,12.1,210.0
640.0,6.0,Single house,29.8,76,11.0,200.0
140.0,12.0,Single house,30.5,78,15.1,80.0
560.0,9.0,Single house,33.0,84,25.0,190.0
600.0,9.0,Townhouse,32.2,66,10.7,190.0
340.0,9.0,Single house,29.2,65,25.6,130.0
570.0,9.0,Single house,31.8,86,25.5,190.0
570.0,9.0,Single house,32.3,79,13.4,190.0
280.0,12.0,Single house,29.1,81,10.5,110.0
350.0,9.0,Single house,30.2,52,10.8,130.0
600.0,12.0,Single house,31.3,77,23.8,200.0
360.0,12.0,Single house,32.3,68,6.5,130.0
420.0,9.0,Single house,32.5,67,21.8,150.0
810.0,9.0,Apartment,31.2,90,6.0,250.0
420.0,12.0,Single house,30.0,65,28.6,150.0
480.0,9.0,Single house,30.5,65,15.5,160.0
510.0,12.0,Single house,28.8,75,15.4,170.0
1000.0,12.0,Single house,28.5,84,10.6,300.0
170.0,12.0,Apartment,30.1,68,10.9,80.0
370.0,12.0,Single house,29.1,94,10.1,140.0
490.0,12.0,Apartment,30.1,97,20.9,170.0
550.0,9.0,Single house,27.6,68,16.5,180.0
590.0,12.0,Single house,27.5,76,30.5,190.0
710.0,9.0,Single house,26.8,69,22.7,220.0
700.0,9.0,Single house,23.6,58,7.5,220.0
660.0,12.0,Single house,26.0,83,10.0,210.0
260.0,9.0,Apartment,25.8,88,19.9,110.0
520.0,12.0,Single house,30.7,100,30.1,180.0
380.0,6.0,Single house,32.3,68,5.6,140.0
250.0,9.0,Single house,31.0,95,11.9,110.0
480.0,9.0,Apartment,29.2,95,12.6,160.0
690.0,12.0,Apartment,29.9,81,7.5,220.0
690.0,12.0,Apartment,27.9,86,9.6,220.0
360.0,9.0,Single house,29.0,90,10.2,130.0
720.0,6.0,Single house,29.4,100,33.5,230.0
210.0,12.0,Single house,28.5,85,12.1,90.0
410.0,9.0,Single house,28.0,78,16.3,140.0
500.0,9.0,Single house,29.6,68,16.2,170.0
880.0,9.0,Apartment,31.0,83,7.2,270.0
620.0,9.0,Single house,29.3,91,20.2,200.0
590.0,9.0,Single house,29.2,82,11.3,190.0
450.0,12.0,Single house,30.1,69,11.1,150.0
480.0,9.0,Apartment,27.1,80,9.4,160.0
280.0,9.0,Single house,25.7,77,25.2,110.0
480.0,6.0,Single house,27.9,82,21.7,160.0
680.0,9.0,Single house,26.8,58,10.6,210.0
560.0,9.0,Duplex,28.9,86,12.8,180.0
550.0,9.0,Single house,28.3,86,24.4,180.0
580.0,9.0,Single house,28.0,84,12.9,190.0
690.0,9.0,Single house,28.8,79,18.1,220.0
300.0,9.0,Single house,27.7,57,5.9,110.0
370.0,12.0,Single house,28.2,79,22.9,140.0
810.0,6.0,Apartment,24.3,92,7.0,250.0
500.0,9.0,Apartment,31.5,68,23.0,170.0
730.0,9.0,Single house,29.6,54,25.1,230.0
420.0,9.0,Single house,29.1,60,22.3,150.0
290.0,6.0,Single house,33.7,83,9.5,120.0
520.0,12.0,Single house,30.1,83,9.5,170.0
410.0,9.0,Single house,27.0,90,25.0,150.0
680.0,9.0,Townhouse,23.5,78,10.5,210.0
560.0,9.0,Single house,28.5,60,21.3,180.0
480.0,3.0,Apartment,26.7,69,15.1,160.0
330.0,9.0,Single house,26.4,89,28.9,130.0
860.0,9.0,Apartment,26.7,81,1.8,260.0
520.0,9.0,Single house,28.1,87,7.4,170.0
670.0,9.0,Single house,27.5,84,19.1,210.0
470.0,9.0,Apartment,29.1,76,21.1,160.0
610.0,6.0,Single house,29.8,77,13.0,200.0
310.0,9.0,Single house,26.9,100,12.8,120.0
380.0,9.0,Single house,25.6,84,17.6,140.0
430.0,12.0,Townhouse,27.4,77,7.3,150.0
450.0,9.0,Single house,28.7,84,18.6,160.0
590.0,12.0,Single house,29.3,82,7.8,190.0
320.0,9.0,Single house,30.7,52,8.7,120.0
620.0,9.0,Single house,25.8,87,31.8,200.0
630.0,9.0,Apartment,25.2,100,17.7,200.0
640.0,9.0,Single house,25.1,69,11.0,200.0
790.0,9.0,Single house,26.3,97,11.1,240.0
700.0,12.0,Single house,26.1,76,7.8,220.0
720.0,9.0,Single house,27.4,82,24.8,230.0
350.0,9.0,Single house,24.9,92,10.5,130.0
790.0,6.0,Duplex,28.2,70,26.4,240.0
390.0,9.0,Duplex,30.2,94,22.3,140.0
530.0,12.0,Single house,26.6,64,19.0,170.0
510.0,9.0,Single house,25.5,68,19.9,170.0
720.0,6.0,Duplex,25.2,71,3.4,220.0
530.0,12.0,Apartment,26.2,87,10.9,180.0
430.0,6.0,Single house,26.0,75,17.3,150.0
460.0,9.0,Duplex,27.4,60,23.9,160.0
490.0,9.0,Townhouse,26.8,76,16.3,170.0
770.0,9.0,Single house,28.5,69,6.9,240.0
580.0,9.0,Single house,23.4,88,16.3,190.0
600.0,9.0,Single house,26.9,75,11.6,190.0
470.0,9.0,Single house,25.3,80,16.3,160.0
800.0,12.0,Apartment,23.6,74,27.7,240.0
290.0,12.0,Townhouse,24.4,84,12.7,110.0
640.0,9.0,Single house,26.4,77,4.4,200.0
610.0,9.0,Single house,26.0,83,26.6,200.0
490.0,12.0,Single house,23.7,47,14.5,160.0
780.0,6.0,Duplex,23.8,80,16.9,240.0
670.0,9.0,Single house,24.4,84,25.3,210.0
440.0,12.0,Apartment,25.0,76,11.9,150.0
570.0,12.0,Single house,26.5,87,8.7,190.0
610.0,9.0,Apartment,25.0,88,16.5,200.0
690.0,9.0,Single house,24.7,95,29.5,220.0
430.0,6.0,Single house,24.3,80,15.1,150.0
530.0,9.0,Single house,23.3,55,25.2,170.0
420.0,9.0,Single house,23.9,51,11.3,140.0
750.0,6.0,Single house,24.8,59,19.6,230.0
410.0,12.0,Single house,24.3,78,16.5,140.0
690.0,12.0,Single house,23.2,77,16.3,220.0
330.0,9.0,Single house,23.5,82,16.3,120.0
500.0,9.0,Single house,24.0,71,14.2,170.0
440.0,9.0,Single house,22.4,70,30.0,150.0
720.0,9.0,Apartment,23.9,86,33.2,230.0
670.0,6.0,Duplex,22.9,87,22.8,210.0
690.0,9.0,Single house,21.5,76,14.5,220.0
190.0,6.0,Single house,23.8,78,17.4,90.0
450.0,6.0,Single house,23.5,84,32.0,150.0
300.0,9.0,Townhouse,22.3,85,24.6,120.0
1000.0,9.0,Single house,22.8,65,6.3,290.0
510.0,6.0,Apartment,23.9,70,33.0,170.0
410.0,12.0,Apartment,22.7,64,17.9,140.0
590.0,15.0,Single house,21.7,73,27.3,190.0
590.0,6.0,Apartment,20.3,89,16.3,190.0
420.0,6.0,Single house,21.3,86,10.0,150.0
450.0,9.0,Apartment,21.8,65,11.7,150.0
560.0,12.0,Single house,23.1,85,23.0,180.0
430.0,12.0,Duplex,23.7,80,18.6,150.0
440.0,6.0,Single house,22.7,73,13.5,150.0
500.0,6.0,Single house,21.5,61,13.4,160.0
520.0,9.0,Single house,19.9,77,8.8,170.0
460.0,6.0,Single house,20.5,87,14.8,160.0
690.0,9.0,Single house,16.8,52,11.1,210.0
490.0,9.0,Apartment,19.5,74,9.8,160.0
660.0,9.0,Duplex,17.7,100,24.1,210.0
480.0,9.0,Apartment,21.0,87,19.5,160.0
550.0,9.0,Apartment,22.9,82,13.3,180.0
680.0,6.0,Single house,23.1,70,12.6,210.0
670.0,6.0,Single house,22.6,70,27.5,210.0
660.0,9.0,Single house,21.7,78,22.5,210.0
530.0,9.0,Single house,22.4,99,17.2,180.0
460.0,9.0,Townhouse,19.0,85,11.8,160.0
290.0,9.0,Duplex,23.0,68,25.2,110.0
450.0,12.0,Single house,22.8,93,24.1,160.0
570.0,12.0,Single house,22.4,75,14.5,180.0
580.0,9.0,Single house,22.9,100,16.3,190.0
460.0,12.0,Apartment,22.7,72,23.9,160.0
540.0,9.0,Single house,23.4,66,30.8,180.0
530.0,9.0,Apartment,24.2,81,12.1,170.0
260.0,9.0,Single house,23.4,91,17.4,110.0
640.0,12.0,Single house,23.5,92,20.3,200.0
440.0,6.0,Single house,22.8,81,3.1,150.0
270.0,15.0,Single house,23.3,67,27.5,110.0
750.0,9.0,Apartment,24.2,73,13.3,230.0
710.0,9.0,Single house,26.0,54,4.2,220.0
760.0,6.0,Single house,23.5,68,17.1,230.0
270.0,9.0,Apartment,19.3,77,26.6,110.0
640.0,9.0,Single house,19.8,84,8.3,200.0
720.0,9.0,Single house,21.2,75,15.8,220.0
220.0,12.0,Single house,20.4,78,8.5,90.0
550.0,9.0,Single house,21.7,74,30.6,180.0
680.0,6.0,Single house,22.1,88,15.7,210.0
520.0,9.0,Single house,19.6,68,28.9,170.0
370.0,9.0,Single house,21.6,89,14.2,130.0
510.0,12.0,Duplex,21.2,100,27.7,170.0
460.0,9.0,Single house,20.5,85,14.7,160.0
280.0,6.0,Apartment,21.7,72,33.9,110.0
420.0,9.0,Single house,21.1,72,32.8,150.0
500.0,12.0,Single house,24.3,94,19.9,170.0
350.0,12.0,Single house,24.3,65,9.8,130.0
450.0,9.0,Townhouse,19.5,67,20.5,150.0
750.0,9.0,Single house,24.3,64,14.1,230.0
200.0,9.0,Single house,26.3,63,31.2,90.0
700.0,12.0,Single house,22.4,66,16.2,220.0
670.0,12.0,Townhouse,21.8,89,8.2,210.0
690.0,9.0,Single house,21.1,92,8.8,220.0
400.0,12.0,Single house,21.9,70,27.8,140.0
700.0,9.0,Single house,22.7,81,8.5,220.0
520.0,9.0,Single house,21.1,88,21.6,170.0
410.0,9.0,Single house,22.5,80,32.7,140.0
520.0,9.0,Single house,21.6,67,10.5,170.0
360.0,9.0,Single house,23.0,61,18.0,130.0
890.0,9.0,Duplex,25.2,91,16.3,270.0
370.0,9.0,Duplex,23.4,85,29.9,140.0
920.0,12.0,Single house,23.4,86,27.1,280.0
720.0,9.0,Townhouse,24.6,65,28.5,220.0
420.0,6.0,Single house,23.6,82,13.1,150.0
300.0,9.0,Single house,26.2,87,14.7,120.0
810.0,9.0,Single house,25.6,83,2.4,250.0
520.0,9.0,Single house,23.7,70,28.1,170.0
230.0,6.0,Townhouse,22.9,91,26.0,100.0
400.0,6.0,Apartment,24.3,60,20.7,140.0
470.0,12.0,Single house,26.7,90,10.7,160.0
380.0,9.0,Single house,25.6,92,22.7,140.0
630.0,9.0,Single house,24.6,98,5.3,200.0
680.0,9.0,Single house,26.9,75,14.2,210.0
460.0,9.0,Single house,26.3,66,10.4,160.0
530.0,9.0,Apartment,24.9,89,30.3,180.0
630.0,12.0,Single house,28.4,70,24.7,200.0
700.0,9.0,Single house,25.6,79,5.8,220.0
830.0,12.0,Single house,23.4,75,12.1,250.0
500.0,6.0,Single house,23.9,68,20.8,170.0
240.0,9.0,Apartment,22.5,83,13.9,100.0
470.0,9.0,Single house,24.6,62,9.2,160.0
780.0,6.0,Single house,21.1,86,28.3,240.0
630.0,12.0,Duplex,21.9,67,7.8,200.0
450.0,9.0,Single house,24.5,57,8.3,150.0
360.0,9.0,Apartment,24.9,78,16.3,130.0
720.0,6.0,Single house,28.7,84,13.3,220.0
550.0,9.0,Duplex,23.7,86,15.5,180.0
610.0,6.0,Single house,24.2,89,32.4,200.0
740.0,9.0,Single house,21.7,50,10.7,230.0
480.0,12.0,Townhouse,25.4,66,25.6,160.0
600.0,9.0,Single house,24.1,80,19.2,190.0
390.0,9.0,Single house,17.3,98,20.7,140.0
740.0,9.0,Single house,19.1,88,19.6,230.0
480.0,9.0,Single house,21.9,100,25.1,160.0
510.0,9.0,Apartment,22.3,72,23.3,170.0
490.0,9.0,Single house,23.0,82,14.5,160.0
510.0,9.0,Single house,21.2,65,22.3,170.0
470.0,9.0,Single house,20.2,74,22.3,160.0
650.0,12.0,Townhouse,22.6,70,10.3,210.0
360.0,6.0,Single house,24.1,71,4.2,130.0
230.0,6.0,Apartment,23.2,74,4.4,100.0
580.0,12.0,Single house,25.4,79,18.0,190.0
230.0,9.0,Single house,27.0,79,22.2,100.0
510.0,9.0,Single house,27.4,85,11.4,170.0
640.0,9.0,Apartment,26.5,81,30.7,200.0
400.0,6.0,Single house,26.0,75,29.8,140.0
420.0,9.0,Single house,27.6,72,24.9,150.0
420.0,6.0,Duplex,24.4,75,11.1,150.0
750.0,9.0,Single house,25.7,73,19.4,230.0
500.0,9.0,Single house,27.2,85,16.3,170.0
540.0,9.0,Single house,26.0,89,19.9,180.0
580.0,9.0,Townhouse,30.0,94,26.9,190.0
560.0,9.0,Apartment,23.8,69,8.7,180.0
610.0,9.0,Single house,27.1,85,12.4,200.0
540.0,6.0,Apartment,27.6,62,9.2,180.0
500.0,9.0,Townhouse,24.2,83,8.5,170.0
780.0,6.0,Single house,25.4,92,23.0,240.0
680.0,15.0,Single house,27.5,77,9.7,210.0
520.0,9.0,Single house,25.7,92,8.9,170.0
660.0,9.0,Single house,26.6,65,2.0,210.0
300.0,12.0,Single house,24.4,68,13.0,120.0
730.0,9.0,Apartment,23.2,77,18.3,230.0
260.0,3.0,Single house,22.9,91,16.3,110.0
740.0,6.0,Single house,24.8,74,15.5,230.0
400.0,12.0,Single house,25.9,73,14.2,140.0
450.0,9.0,Single house,26.5,67,32.8,150.0
290.0,12.0,Single house,28.8,81,26.6,120.0
400.0,9.0,Single house,28.0,94,17.1,140.0
820.0,9.0,Single house,24.3,87,16.3,250.0
410.0,12.0,Single house,26.0,87,17.4,150.0
450.0,12.0,Apartment,27.3,76,12.0,150.0
480.0,9.0,Single house,26.6,72,16.0,160.0
270.0,9.0,Single house,28.2,87,22.9,110.0
420.0,12.0,Single house,24.9,78,19.3,150.0
340.0,9.0,Single house,23.8,77,6.1,130.0
390.0,9.0,Single house,23.9,90,11.4,140.0
540.0,6.0,Single house,25.7,76,15.6,180.0
450.0,9.0,Single house,26.2,68,11.4,150.0
340.0,12.0,Single house,26.8,90,25.1,130.0
510.0,9.0,Single house,33.3,80,25.0,170.0
390.0,9.0,Single house,24.7,66,28.4,140.0
510.0,6.0,Single house,23.9,65,24.5,170.0
650.0,9.0,Single house,26.4,80,9.6,210.0
560.0,15.0,Single house,26.9,100,26.3,190.0
560.0,12.0,Apartment,27.7,74,16.9,180.0
330.0,12.0,Single house,26.6,75,21.2,120.0
210.0,9.0,Single house,22.8,98,23.8,90.0
1000.0,12.0,Single house,28.2,78,33.0,300.0
850.0,9.0,Single house,31.8,61,16.3,260.0
450.0,9.0,Single house,26.6,59,14.8,150.0
480.0,9.0,Single house,26.9,94,20.3,160.0
590.0,9.0,Single house,24.8,87,11.3,190.0
580.0,9.0,Single house,23.6,89,14.4,190.0
660.0,9.0,Single house,27.4,78,12.2,210.0
540.0,9.0,Single house,29.0,70,28.9,180.0
790.0,9.0,Single house,29.9,76,26.7,240.0
580.0,9.0,Apartment,28.0,80,16.3,190.0
630.0,6.0,Single house,30.2,68,27.3,200.0
560.0,9.0,Duplex,22.0,86,16.9,180.0
770.0,9.0,Single house,25.3,63,8.0,240.0
390.0,9.0,Single house,26.1,75,22.9,140.0
540.0,12.0,Townhouse,26.2,76,16.6,180.0
720.0,6.0,Single house,25.7,70,4.8,220.0
550.0,12.0,Single house,26.4,52,12.3,180.0
300.0,9.0,Single house,27.5,84,15.6,120.0
710.0,9.0,Single house,29.1,69,13.8,220.0
630.0,6.0,Single house,28.5,95,10.9,200.0
560.0,9.0,Apartment,28.6,75,21.0,180.0
570.0,9.0,Single house,31.9,72,15.6,190.0
700.0,12.0,Duplex,30.0,80,12.0,220.0
230.0,9.0,Single house,31.6,92,13.8,100.0
550.0,9.0,Apartment,33.2,72,19.9,180.0
360.0,9.0,Apartment,25.0,91,27.5,130.0
410.0,9.0,Single house,28.7,97,26.1,150.0
390.0,6.0,Single house,28.1,91,21.6,140.0
500.0,9.0,Single house,31.2,99,20.6,170.0
530.0,6.0,Single house,27.0,95,17.3,180.0
450.0,9.0,Single house,27.9,97,4.2,160.0
240.0,9.0,Single house,26.2,99,24.6,100.0
340.0,6.0,Single house,26.2,81,9.6,130.0
450.0,9.0,Single house,28.0,73,16.3,150.0
610.0,6.0,Duplex,27.5,51,16.6,190.0
460.0,9.0,Single house,27.3,62,9.3,160.0
560.0,9.0,Single house,27.1,73,19.9,180.0
430.0,12.0,Single house,29.2,74,16.3,150.0
460.0,15.0,Single house,28.5,77,28.6,160.0
340.0,6.0,Apartment,29.9,66,2.7,130.0
540.0,6.0,Single house,31.1,59,17.6,180.0
660.0,6.0,Single house,28.2,77,19.3,210.0
410.0,6.0,Single house,25.1,76,18.8,140.0
450.0,9.0,Single house,27.0,69,4.4,150.0
690.0,12.0,Duplex,27.8,70,7.6,220.0
370.0,9.0,Single house,27.4,67,13.9,130.0
630.0,6.0,Single house,28.1,74,29.8,200.0
920.0,12.0,Single house,26.7,68,13.9,280.0
330.0,6.0,Apartment,27.9,94,19.1,130.0
440.0,6.0,Single house,27.8,82,8.3,150.0
520.0,9.0,Single house,31.6,67,22.8,170.0
510.0,9.0,Apartment,21.7,75,7.3,170.0
440.0,12.0,Single house,20.3,64,11.7,150.0
430.0,6.0,Single house,24.3,91,15.2,150.0
420.0,12.0,Single house,27.5,96,7.1,150.0
410.0,9.0,Apartment,27.9,94,29.0,150.0
560.0,12.0,Apartment,27.2,65,10.9,180.0
580.0,9.0,Single house,27.4,78,13.8,190.0
530.0,12.0,Single house,27.4,74,18.5,180.0
610.0,12.0,Single house,24.2,86,10.7,200.0
660.0,9.0,Single house,25.5,66,31.4,210.0
590.0,12.0,Single house,26.5,70,25.6,190.0
490.0,6.0,Apartment,28.0,74,14.9,160.0
390.0,9.0,Single house,29.3,81,11.0,140.0
490.0,12.0,Single house,31.1,87,30.8,170.0
420.0,9.0,Townhouse,25.0,75,5.8,150.0
600.0,12.0,Single house,27.2,87,23.6,200.0
760.0,9.0,Single house,30.1,89,15.3,240.0
410.0,9.0,Apartment,30.5,76,15.4,150.0
720.0,9.0,Single house,30.5,63,19.7,220.0
260.0,6.0,Single house,29.6,64,8.4,100.0
650.0,12.0,Single house,29.3,86,11.9,210.0
640.0,6.0,Single house,29.7,73,25.6,200.0
490.0,9.0,Single house,29.8,58,26.4,160.0
400.0,6.0,Single house,29.6,86,20.5,140.0
410.0,15.0,Single house,28.5,80,19.5,150.0
600.0,9.0,Single house,30.0,61,16.3,190.0
770.0,9.0,Single house,30.6,93,15.3,240.0
630.0,9.0,Single house,31.9,89,16.3,200.0
540.0,12.0,Single house,32.5,80,12.4,180.0
860.0,6.0,Single house,33.6,63,10.3,260.0
430.0,9.0,Apartment,33.1,61,14.5,150.0
380.0,12.0,Single house,30.9,75,25.5,140.0
690.0,6.0,Single house,34.2,58,11.6,220.0
740.0,9.0,Single house,30.2,84,2.2,230.0
510.0,12.0,Single house,33.6,61,24.7,170.0
610.0,9.0,Single house,31.3,81,13.1,200.0
440.0,9.0,Duplex,31.8,75,9.9,150.0
610.0,12.0,Single house,30.8,88,15.1,200.0
550.0,9.0,Single house,27.3,67,16.7,180.0
620.0,9.0,Duplex,31.2,82,16.3,200.0
570.0,9.0,Single house,30.2,62,10.5,180.0
560.0,9.0,Duplex,30.1,89,7.5,180.0
450.0,9.0,Single house,30.6,77,10.5,160.0
590.0,9.0,Single house,29.4,85,25.8,190.0
870.0,9.0,Single house,29.3,62,16.6,260.0
390.0,6.0,Single house,31.0,85,13.2,140.0
260.0,12.0,Single house,31.2,83,20.1,110.0
640.0,9.0,Single house,29.8,83,12.5,200.0
390.0,6.0,Single house,30.1,83,14.2,140.0
430.0,9.0,Single house,26.4,76,26.3,150.0
520.0,9.0,Single house,28.5,94,22.6,170.0
700.0,9.0,Apartment,28.4,77,6.3,220.0
420.0,9.0,Single house,27.3,70,15.5,150.0
440.0,9.0,Single house,28.7,78,18.2,150.0
340.0,9.0,Single house,27.3,67,11.1,130.0
660.0,6.0,Single house,29.0,73,22.6,210.0
650.0,9.0,Single house,28.9,77,26.7,210.0
650.0,12.0,Single house,28.6,74,19.8,210.0
140.0,9.0,Apartment,29.6,81,17.6,80.0
580.0,9.0,Apartment,28.7,100,7.7,190.0
210.0,9.0,Duplex,30.5,86,11.1,90.0
610.0,12.0,Single house,29.7,92,16.5,200.0
700.0,6.0,Single house,30.0,73,11.7,220.0
510.0,9.0,Single house,30.4,72,15.1,170.0
620.0,9.0,Single house,29.9,74,22.4,200.0
330.0,9.0,Apartment,30.0,89,13.9,130.0
640.0,9.0,Duplex,31.3,52,20.0,200.0
530.0,12.0,Apartment,32.5,66,9.2,180.0
440.0,9.0,Single house,31.9,80,22.5,150.0
810.0,6.0,Single house,30.9,76,16.3,250.0
540.0,6.0,Apartment,31.1,100,22.9,180.0
450.0,6.0,Single house,26.6,84,7.0,150.0
770.0,6.0,Single house,30.0,71,13.7,240.0
270.0,9.0,Single house,32.3,59,29.3,110.0
430.0,9.0,Apartment,29.1,75,16.3,150.0
580.0,9.0,Single house,37.9,63,12.2,190.0
420.0,9.0,Single house,37.3,85,12.3,150.0
480.0,6.0,Duplex,28.7,81,18.2,160.0
650.0,9.0,Single house,28.4,83,15.9,210.0
200.0,9.0,Apartment,29.5,100,22.1,90.0
250.0,6.0,Apartment,30.3,68,12.2,100.0
530.0,9.0,Apartment,32.4,76,21.3,180.0
600.0,6.0,Single house,31.0,64,14.4,190.0
500.0,6.0,Single house,29.5,78,11.3,170.0
460.0,9.0,Apartment,30.6,98,16.3,160.0
390.0,9.0,Single house,31.2,86,9.4,140.0
400.0,9.0,Single house,30.3,77,21.1,140.0
650.0,9.0,Apartment,29.7,82,21.4,210.0
580.0,9.0,Apartment,30.8,64,8.3,190.0
540.0,9.0,Single house,29.9,74,32.8,180.0
690.0,12.0,Single house,28.9,80,9.7,220.0
550.0,12.0,Single house,27.6,80,9.6,180.0
350.0,9.0,Apartment,29.0,60,30.2,130.0
660.0,9.0,Single house,30.6,83,21.1,210.0
540.0,9.0,Single house,34.2,82,16.3,180.0
680.0,9.0,Single house,29.8,74,3.5,210.0
370.0,6.0,Single house,27.3,79,20.3,130.0
500.0,9.0,Apartment,28.5,60,6.1,170.0
390.0,3.0,Apartment,29.0,61,27.9,140.0
710.0,12.0,Single house,28.3,80,10.7,220.0
630.0,12.0,Single house,27.7,71,10.2,200.0
570.0,9.0,Townhouse,28.8,79,23.5,190.0
630.0,9.0,Single house,27.5,89,9.5,200.0
540.0,15.0,Single house,27.7,77,2.5,180.0
540.0,12.0,Single house,27.4,44,2.4,170.0
700.0,9.0,Apartment,26.54621693121693,77,8.5,220.0
720.0,9.0,Single house,28.4,73,8.0,220.0
390.0,9.0,Single house,28.6,76,13.5,140.0
560.0,9.0,Single house,27.3,90,10.1,180.0
550.0,12.0,Single house,28.2,59,13.8,180.0
360.0,6.0,Townhouse,27.0,82,14.4,130.0
830.0,9.0,Single house,27.8,98,17.9,250.0
290.0,6.0,Single house,28.8,71,16.3,110.0
740.0,6.0,Single house,28.6,85,26.1,230.0
710.0,12.0,Single house,28.6,91,20.5,220.0
1000.0,9.0,Apartment,28.6,81,11.0,300.0
370.0,12.0,Single house,28.8,70,30.5,130.0
530.0,9.0,Single house,29.0,70,10.7,180.0
460.0,12.0,Single house,28.6,88,26.0,160.0
670.0,9.0,Single house,28.4,86,9.7,210.0
510.0,9.0,Single house,27.9,69,23.9,170.0
600.0,9.0,Townhouse,27.8,64,12.7,190.0
480.0,9.0,Single house,26.1,63,14.4,160.0
